Year,Film,AA,CC.BP,DGA,PGA.BP,B.BD,B.BP,CC.BD,GG.SP,GG.BP.D
2014(87th Annual Awards),Snowpiercer,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Song of the Sea,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Stalingrad,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Step up All In,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Still Alice,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Stranger by the Lake,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Surkhaab,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Sweeping Forward,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Tale of the Princess Kaguya,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Tammy,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Teenage Mutant Ninja Turtles,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Theory of Everything,1,1,0,1,1,1,0,0,1
2014(87th Annual Awards),Think Like a Man Too,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Third Person,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),This Is Where I Leave You,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),3 Days to Kill,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),300: Rise of an Empire,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Top Five,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Tracks,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Transcendence,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Transformers: Age of Extinction,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Trip to Italy,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Tusk,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),22 Jump Street,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),"Two Days, One Night",0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Two Faces of January,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Unbroken,0,1,0,0,0,0,1,0,0
2014(87th Annual Awards),Under the Skin,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Vampire Academy,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Veronica Mars,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),A Walk Among the Tombstones,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Walking with the Enemy,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Way He Looks,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),We Are the Best!,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Wetlands,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),When the Game Stands Tall,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Whiplash,1,1,0,1,1,0,0,0,0
2014(87th Annual Awards),Wild,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Wild Tales,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Wish I Was Here,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Words and Pictures,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),X-Men: Days of Future Past,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Youngistaan,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Yves Saint Laurent,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),About Last Night,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Abuse of Weakness,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),"Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Amazing Catfish,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Amazing Spider-Man 2,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),American Sniper,1,0,1,1,0,0,0,0,0
2014(87th Annual Awards),Annabelle,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Archaeology of a Woman,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Are You Here,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),At Middleton,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Awakened,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Bad Words,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Begin Again,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Belle,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Better Living Through Chemistry,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Beyond the Lights,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Bhopal: A Prayer for Rain,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Big Eyes,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Big Hero 6,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Birdman or (The Unexpected Virtue of Ignorance),1,1,1,1,1,1,1,1,0
2014(87th Annual Awards),Black or White,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Blended,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Blood Ties,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Blue Room,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Blue Ruin,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Book of Life,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Boxtrolls,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Boyhood,1,1,1,1,1,1,1,1,1
2014(87th Annual Awards),Brick Mansions,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Bridge and Tunnel,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Brush with Danger,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),By the Gun,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Cake,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Calvary,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Captain America: The Winter Soldier,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Cesar Chavez,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Cheatin’,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Chef,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Christmas Ride,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Closed Curtain,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Copenhagen,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Dawn of the Planet of the Apes,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Dear White People,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Deliver Us from Evil,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Devil’s Due,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Devil’s Knot,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Difret,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Disappearance of Eleanor Rigby: Them,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Divergent,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Dolphin Tale 2,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Dom Hemingway,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Double,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Dracula Untold,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Draft Day,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Drop,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Dumb and Dumber To,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Earth to Echo,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Edge of Tomorrow,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Elsa & Fred,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Empty Hours,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Endless Love,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Equalizer,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Exodus: Gods and Kings,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Expendables 3,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Face of Love,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Fading Gigolo,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Fault in Our Stars,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),A Five Star Life,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Force Majeure,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Fort Bliss,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Foxcatcher,0,0,0,1,0,0,0,0,1
2014(87th Annual Awards),Frank,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Frank Miller’s Sin City: A Dame to Kill For,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Freezer,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Fury,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Gambler,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The German Doctor,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Get on Up,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Giovanni’s Island,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Girl on a Bicycle,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),The Giver,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),God Help the Girl,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),God’s Pocket,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Godzilla,0,0,0,0,0,0,0,0,0
2014(87th Annual Awards),Gone Girl,0,1,0,1,0,0,1,1,0
2014(87th Annual Awards),Goodbye World,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),About Time,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Admission,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),After Earth,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Afternoon Delight,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Ain’t Them Bodies Saints,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),All Is Lost,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Alone Yet Not Alone,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),American Hustle,1,1,1,1,1,1,1,1,0
2013(86th Annual Awards),Anchorman 2: The Legend Continues,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),At Any Price,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),August: Osage County,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Augustine,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Austenland,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Baggage Claim,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Ballad of Rustom,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Battle of the Year,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Beautiful Creatures,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Before Midnight,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Best Man Holiday,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Big Wedding,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Black Nativity,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Bling Ring,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Blue Caprice,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Blue Is the Warmest Color,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Blue Jasmine,0,0,0,1,0,0,0,0,0
2013(86th Annual Awards),The Book Thief,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Broken Circle Breakdown,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Broken City,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Bullet to the Head,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Butterfly’s Dream,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Call,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Captain Phillips,1,1,1,1,1,1,1,0,1
2013(86th Annual Awards),Carrie,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Cleaver’s Destiny,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Closed Circuit,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Company You Keep,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Conjuring,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Copperhead,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Counselor,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Croods,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Dallas Buyers Club,1,1,0,1,0,0,0,0,0
2013(86th Annual Awards),Dancing on a Dry Salt Lake,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Dead Man Down,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Delivery Man,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Despicable Me 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Diana,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Disconnect,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Don Jon,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Drinking Buddies,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The East,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Elysium,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Emperor,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Ender’s Game,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Enough Said,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Ernest & Celestine,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Escape from Planet Earth,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Escape from Tomorrow,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Escape Plan,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Everybody Has a Plan,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Evil Dead,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Fall of 1980,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Family,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Fast & Furious 6,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Fifth Estate,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Fill the Void,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Filly Brown,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),47 Ronin,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Frances Ha,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Free Birds,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Frozen,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Fruitvale Station,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Gangster Squad,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Gimme Shelter,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Gimme the Loot,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Girl Most Likely,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Girls Against Boys,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Gloria,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Go for Sisters,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),A Good Day to Die Hard,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Grace Unplugged,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Grandmaster,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Gravity,1,1,1,1,1,1,1,0,1
2013(86th Annual Awards),The Great Beauty,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Great Gatsby,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Grown Ups 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Grudge Match,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Hangover Part III,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Hannah Arendt,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Hansel & Gretel Witch Hunters,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),A Haunted House,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Haute Cuisine,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Heat,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Her,1,1,0,1,0,0,1,1,0
2013(86th Annual Awards),The Hobbit: The Desolation of Smaug,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Homefront,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Host,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Hours,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),How I Live Now,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),How Sweet It Is,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Hunger Games: Catching Fire,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Hunt,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),I’m So Excited!,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),I Spit on Your Grave 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),I Used to Be Darker,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Iceman,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Identity Thief,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Impaler,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),In a World . . .,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Incredible Burt Wonderstone,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Inevitable Defeat of Mister & Pete,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Inside Llewyn Davis,0,1,0,0,0,0,0,0,0
2013(86th Annual Awards),Insidious: Chapter 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Instructions Not Included,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Internship,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Invisible Woman,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Iron Man 3,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Jayne Mansfield’s Car,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Jewtopia,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Jobs,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Khumba,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Kick-Ass 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Kill Your Darlings,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Kings of Summer,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),L. A. Superheroes,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Labor Day,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Last Exorcism Part II,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Last Stand,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Last Vegas,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Legend of Sarila,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Live at the Foxes Den,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Lone Ranger,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Lone Survivor,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Lords of Salem,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Lore,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Love Is All You Need,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Lovelace,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Machete Kills,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Mama,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Man of Steel,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Mandela: Long Walk to Freedom,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Mental,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Metallica Through the Never,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Monsters University,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Mortal Instruments: City of Bones,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Movie 43,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Much Ado About Nothing,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Mud,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Nebraska,1,1,0,1,0,0,0,1,0
2013(86th Annual Awards),No One Lives,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Nothing Left to Fear,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Now You See Me,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Oblivion,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Officer Down,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Oldboy,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Olympus Has Fallen,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),One Chance,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Only God Forgives,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Out of the Furnace,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Oz the Great and Powerful,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Pacific Rim,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Package,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Pain & Gain,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Paradise: Love,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Parkland,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Past,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Patience Stone,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Pawn,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Pawn Shop Chronicles,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Peeples,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Percy Jackson: Sea of Monsters,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Philomena,1,0,0,0,0,1,0,1,1
2013(86th Annual Awards),The Place Beyond the Pines,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Planes,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Populaire,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Prince Avalanche,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Prisoners,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Purge,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),R. I. P. D.,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Reaching for the Moon,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Red 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Redemption,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Renoir,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Riddick,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Rio 2096—A Story of Love and Fury,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Runner Runner,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Rush,0,0,0,0,0,0,0,0,1
2013(86th Annual Awards),Safe Haven,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Sapphires,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Saving Mr. Banks,0,1,0,1,0,0,0,0,0
2013(86th Annual Awards),The Secret Life of Walter Mitty,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Shadow Dancer,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Short Term 12,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Side Effects,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),A Single Shot,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Smurfs 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Snitch,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Specific Intent 2,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Spectacular Now,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Spring Breakers,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Star Trek into Darkness,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Still Mine,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Stoker,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Thanks for Sharing,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),This Is Martin Bonner,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),This Is the End,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Thor: The Dark World,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The To Do List,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),To the Wonder,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Touring Talkies,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Trance,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Truth About Emanuel,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Turbo,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Butler,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),12 Years a Slave,1,1,1,1,1,1,1,1,1
2013(86th Annual Awards),21 & Over,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Twice Born,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),2 Guns,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Tyler Perry’s A Madea Christmas,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Tyler Perry’s Temptation Confessions of a Marriage Counselor,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Ultimate Life,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Wadjda,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Wall,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Warm Bodies,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),"The Way, Way Back",0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),We’re the Millers,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),What Maisie Knew,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),White House Down,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Wind Rises,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The Wolf of Wall Street,1,1,1,1,1,0,1,0,0
2013(86th Annual Awards),The Wolverine,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),The World’s End,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),World War Z,0,0,0,0,0,0,0,0,0
2013(86th Annual Awards),Zaytoun,0,0,0,0,0,0,0,0,0
2012(85th Annual Awards),Abraham Lincoln: Vampire Hunter,0,0,0,0,0,0,0,0,0
